Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
6,Ischemic Event,0.81,0.79,83.9,74.8,79.1,0.67,0.53,0.94,0.899233625,0.003955237,0.710363793,0.675474968,0.77541086,0.716518752,66.13455877,69.44312302,-3.308564251,-5.002776631,0.001763612
24,Bleeding Risk,0.88,0.66,81.6,75.3,78.3,0.14,0.08,0.85,0.870992864,0.004879466,0.729205448,0.670227813,0.80489563,0.784698598,74.54509239,79.75571314,-5.210620754,-6.989891068,0.003620825
3,Ischemic Event,0.78,0.82,86.1,71.8,78.3,0.67,0.61,0.74,0.911728237,0.001597081,0.739400909,0.626193122,0.80967293,0.775452593,70.9905624,74.99596431,-4.005401917,-5.64216113,0.004477291
20,Ischemic Event,0.81,0.69,84.4,77.1,80.6,0.39,0.95,0.78,0.948600702,0.00326838,0.661602142,0.677187264,0.84220837,0.767662487,70.32372127,75.16614607,-4.842424798,-6.885905226,0.004604305
21,Ischemic Event,0.92,0.66,84.7,77.3,80.8,0.96,0.11,0.76,0.92040433,0.004020751,0.742280449,0.601294262,0.807436977,0.781400384,67.89978681,74.38085923,-6.481072418,-9.545055621,0.002440859
15,Bleeding Risk,0.88,0.78,84,82,83,0.14,0.5,0.68,0.948932679,0.004561255,0.717699981,0.647652949,0.849651698,0.755534623,71.52277201,78.71715075,-7.194378741,-10.05886452,0.002021263
2,Ischemic Event,0.81,0.75,82.6,85.1,83.8,0.48,0.45,0.68,0.923693386,0.003430778,0.707240991,0.634580537,0.765999876,0.782625154,65.15448811,69.28931921,-4.134831099,-6.346195357,0.004948491
10,Bleeding Risk,0.9,0.79,92.4,72.8,81.4,0.77,0.23,0.79,0.855397768,0.004303096,0.71339568,0.607032884,0.79932494,0.774593078,74.11630813,81.76433839,-7.648030253,-10.31895739,0.002683853
8,Bleeding Risk,0.78,0.69,81,82.7,81.8,0.73,0.03,0.79,0.876117895,0.004409855,0.745110428,0.67988535,0.772378863,0.759526466,70.09595052,77.264017,-7.16806648,-10.22607787,0.002507327
4,Ischemic Event,0.85,0.85,82.6,84.6,83.6,0.87,0.92,0.71,0.89762729,0.001493635,0.729265689,0.690784317,0.838506314,0.759461581,66.68922895,73.26572454,-6.576495587,-9.861405942,0.003299826
8,Ischemic Event,0.87,0.66,92.2,73.9,82,0.48,0.18,0.69,0.871987348,0.003207059,0.723362207,0.696416276,0.758828777,0.703183776,66.87613635,72.0731963,-5.197059951,-7.771172551,0.003024227
11,Ischemic Event,0.9,0.83,79,75.3,77.1,0.52,0.7,0.83,0.896120739,0.001449339,0.717178488,0.617666329,0.821302313,0.706352522,71.56590891,79.35963001,-7.793721103,-10.89027055,0.003048273
36,Bleeding Risk,0.88,0.74,87.8,78.3,82.8,0.31,0.22,0.7,0.870493852,0.001090987,0.719929559,0.613566676,0.831148575,0.758485129,66.91171498,71.55197734,-4.640262364,-6.934902753,0.001940685
6,Bleeding Risk,0.84,0.66,79.7,83.9,81.7,0.73,0.24,0.91,0.935800459,0.004584585,0.718856609,0.6267608,0.845690382,0.773205002,68.62554588,72.62984043,-4.004294545,-5.834991174,0.003685532
6,Bleeding Risk,0.79,0.83,81.9,79.1,80.5,0.09,0.98,0.94,0.863550378,0.002307712,0.68162218,0.625436664,0.783291394,0.70947265,74.44966677,81.87048565,-7.420818877,-9.967564933,0.001775812
10,Bleeding Risk,0.92,0.68,80.1,80.3,80.2,0.57,0.52,0.85,0.921525964,0.00215146,0.711767379,0.651202159,0.789142303,0.731037145,69.81739232,76.97366085,-7.156268528,-10.24997968,0.00423003
8,Bleeding Risk,0.79,0.72,91.7,85.1,88.3,0.37,0.44,0.89,0.932261362,0.004613147,0.721378984,0.685081818,0.844064224,0.743997729,65.86942442,69.08041256,-3.210988139,-4.874777892,0.001388029
16,Bleeding Risk,0.79,0.72,83.3,80,81.6,0.06,0.3,0.7,0.855617078,0.002844706,0.692913751,0.660430711,0.827863439,0.739430077,66.90149214,70.97392311,-4.072430967,-6.087204989,0.002515538
33,Ischemic Event,0.91,0.81,88.5,85.4,86.9,0.65,0.41,0.69,0.882921604,0.004297989,0.732237709,0.666102649,0.83123193,0.789999473,67.41213349,73.84894322,-6.436809734,-9.548443879,0.002417676
36,Bleeding Risk,0.83,0.73,87,80.3,83.5,0.9,0.71,0.75,0.927422433,0.002584666,0.714331235,0.616217799,0.807866824,0.767104866,72.44273193,79.49531768,-7.052585752,-9.735394517,0.002023372
11,Ischemic Event,0.84,0.67,92.9,83,87.7,0.7,0.02,0.82,0.914259045,0.002693601,0.727564199,0.646964259,0.750793218,0.705372253,68.18919924,73.79245992,-5.603260674,-8.217226095,0.002619595
22,Ischemic Event,0.79,0.74,92.6,78.1,84.7,0.97,0.74,0.86,0.88585932,0.001259447,0.663446312,0.622527018,0.835813061,0.740738415,70.54422614,78.46455891,-7.920332775,-11.22747134,0.003789834
34,Ischemic Event,0.9,0.84,86.1,72.2,78.5,0.86,0.19,0.9,0.899230047,0.001195146,0.732395149,0.66110438,0.77577327,0.760533393,72.22230222,79.4273133,-7.205011078,-9.976158135,0.001887158
6,Ischemic Event,0.79,0.71,84.4,79.9,82.1,0.05,0.84,0.67,0.909233539,0.002283615,0.718173262,0.604045265,0.845902074,0.746818224,65.4603321,72.06259376,-6.602261654,-10.08589697,0.003078822
35,Bleeding Risk,0.79,0.8,79.9,83.7,81.8,0.58,0.37,0.73,0.851505675,0.00434258,0.705545325,0.622358328,0.821060259,0.795846614,70.60597791,77.71209522,-7.106117318,-10.06446979,0.0020376
18,Bleeding Risk,0.9,0.7,82,71,76.1,0.41,0.19,0.86,0.889846531,0.002067236,0.676316405,0.656181332,0.809758008,0.734465376,71.54895356,77.96248117,-6.413527614,-8.963831467,0.001298181
24,Bleeding Risk,0.88,0.83,86.7,84.2,85.4,0.79,0.05,0.74,0.883044514,0.003854267,0.657916592,0.692747936,0.825209386,0.713030635,74.14983293,78.14318081,-3.993347878,-5.385511633,0.001155333
4,Bleeding Risk,0.79,0.82,82.7,85.8,84.2,0.92,0.99,0.7,0.857488228,0.001206625,0.748298658,0.68158296,0.769670626,0.794108897,72.3403281,76.41463617,-4.074308076,-5.632139338,0.003822498
11,Ischemic Event,0.83,0.75,88,74.4,80.6,0.2,0.56,0.84,0.861155207,0.002162185,0.698229795,0.629430307,0.78138745,0.776061968,71.92888657,78.45775796,-6.528871388,-9.076842002,0.00323194
3,Bleeding Risk,0.83,0.71,80.9,72.1,76.2,0.42,0.7,0.66,0.878310619,0.00484973,0.668303828,0.673777044,0.780174784,0.780153974,69.00013356,75.23255823,-6.232424667,-9.032482033,0.003187721
31,Bleeding Risk,0.83,0.84,85.9,79.4,82.5,0.06,0.09,0.66,0.930456123,0.001994237,0.666153822,0.656649713,0.833303411,0.738332478,70.62033408,77.44322378,-6.822889694,-9.661367059,0.004663217
33,Ischemic Event,0.82,0.78,81.9,75.7,78.7,0.77,0.96,0.93,0.860503859,0.004075184,0.748138323,0.631709525,0.773926733,0.789777471,72.70105478,77.70153121,-5.00047643,-6.878134636,0.004448416
3,Bleeding Risk,0.79,0.8,91.4,82.3,86.6,0.33,0.76,0.85,0.900127221,0.002659747,0.70548253,0.678949682,0.819497452,0.792768374,73.18326906,77.83174321,-4.648474142,-6.351826314,0.002816879
11,Ischemic Event,0.89,0.75,80.3,84.3,82.3,0.17,0.74,0.72,0.933889148,0.002910997,0.686174766,0.676090831,0.798569775,0.791974527,70.45771998,74.86728482,-4.40956484,-6.2584552,0.003097513
35,Bleeding Risk,0.83,0.66,85.1,71.1,77.5,0.97,0.68,0.95,0.943363552,0.00448962,0.665455638,0.619982652,0.773540938,0.757071708,73.00627633,79.59472585,-6.588449513,-9.024497404,0.004064718
8,Ischemic Event,0.86,0.66,80.2,78,79.1,0.53,0.96,0.8,0.869230687,0.003699375,0.718079825,0.626774068,0.756609403,0.731746374,69.39252224,76.85805737,-7.465535128,-10.75841443,0.001185182
0,Ischemic Event,0.82,0.83,80.5,78.8,79.6,0.92,0.61,0.81,0.940812445,0.001321267,0.745743454,0.679773831,0.828892612,0.787063283,72.34600145,75.93399857,-3.587997121,-4.959496101,0.002181621
33,Bleeding Risk,0.89,0.76,81.5,79.6,80.5,0.94,0.68,0.89,0.872468461,0.004790858,0.742111296,0.619956642,0.830014294,0.797404869,71.71507021,75.91053623,-4.195466021,-5.850187428,0.004409359
7,Ischemic Event,0.92,0.68,88.9,83.2,86,0.98,0.3,0.75,0.872870169,0.002787572,0.730014324,0.625726838,0.84948072,0.748931331,65.42395748,69.47778899,-4.053831517,-6.196249315,0.003704923
35,Bleeding Risk,0.88,0.82,92,84.6,88.1,0.31,0.88,0.9,0.908852469,0.001431261,0.695129359,0.621224798,0.762953105,0.799416689,73.89833236,78.75693236,-4.858599992,-6.574708572,0.001173352
11,Bleeding Risk,0.8,0.83,80.4,73.7,76.9,0.45,0.69,0.78,0.908992897,0.002041689,0.676359063,0.602184313,0.797564511,0.773534746,73.9510708,79.76418994,-5.813119143,-7.860763989,0.003955886
12,Ischemic Event,0.82,0.66,81,78,79.5,0.14,0.75,0.89,0.943788703,0.003363747,0.710469737,0.611957573,0.841783127,0.710143123,70.77982371,76.22354143,-5.443717722,-7.691058604,0.004479061
11,Ischemic Event,0.81,0.81,92,71.2,80.3,0.12,0.54,0.75,0.905132109,0.004791138,0.718150135,0.631571695,0.761625357,0.720413943,74.91473607,81.25710134,-6.342365273,-8.46611175,0.004777327
10,Bleeding Risk,0.78,0.68,85.1,82.8,83.9,0.32,0.01,0.91,0.919222877,0.001913024,0.741803157,0.644588115,0.781307765,0.743090597,68.15000888,75.56578122,-7.415772342,-10.88154274,0.002268336
6,Bleeding Risk,0.81,0.82,91.3,77.2,83.7,0.78,0.52,0.92,0.854424589,0.00109133,0.676656891,0.664182372,0.778768788,0.782518268,72.53591975,75.61191175,-3.075991997,-4.240646576,0.001309258
14,Bleeding Risk,0.83,0.69,82.9,77.9,80.3,0.83,0.78,0.83,0.934031496,0.004081041,0.656871033,0.641900514,0.785716953,0.740130898,66.37550306,72.6778491,-6.302346037,-9.49498798,0.002950815
11,Ischemic Event,0.81,0.75,80.3,75.1,77.6,0.53,0.62,0.87,0.879165398,0.001145688,0.73418473,0.608694455,0.798300793,0.781708143,66.09625393,72.90255485,-6.806300921,-10.29755927,0.001428081
6,Bleeding Risk,0.88,0.8,82.6,74.5,78.3,0.09,0.51,0.94,0.928317812,0.001876182,0.667777245,0.603567946,0.79473484,0.774143002,69.90891464,77.29425905,-7.385344407,-10.5642384,0.002591374
23,Bleeding Risk,0.87,0.65,90.2,83.2,86.6,0.98,0.2,0.82,0.940031217,0.003601455,0.657654041,0.651737219,0.759736657,0.772734728,74.80966105,81.79287613,-6.983215078,-9.334643387,0.002717276
2,Bleeding Risk,0.91,0.8,91.7,74.3,82.1,0.98,0.4,0.86,0.870761351,0.00298327,0.72371964,0.67039695,0.838577662,0.720925558,70.02766122,75.21849152,-5.1908303,-7.412542715,0.001496168
17,Bleeding Risk,0.82,0.75,89.8,80.5,84.9,0.08,0.98,0.66,0.891243276,0.003733914,0.656516114,0.607294494,0.792588889,0.777595583,69.90174225,73.32890774,-3.427165489,-4.902832718,0.003171626
12,Ischemic Event,0.84,0.74,80.8,76.9,78.8,0.73,0.46,0.71,0.947788123,0.00217305,0.729509254,0.685881618,0.766805522,0.719974767,72.06484157,78.17918103,-6.114339465,-8.4844972,0.003355766
18,Ischemic Event,0.91,0.79,86.1,76.4,81,1,0.83,0.88,0.878551356,0.00217218,0.729640483,0.698789715,0.823944004,0.740162707,71.67585303,77.16383736,-5.48798433,-7.656671108,0.002431429
20,Bleeding Risk,0.86,0.78,88.9,84.6,86.7,0.73,0.71,0.77,0.932346178,0.002783155,0.678471194,0.62815153,0.794930257,0.769445239,74.75582704,79.53369676,-4.777869719,-6.39130073,0.003253669
16,Bleeding Risk,0.83,0.67,91.9,82.7,87.1,0.54,0.45,0.92,0.940740229,0.002255099,0.696636374,0.600399665,0.776397837,0.76349405,65.90380962,72.50150935,-6.597699728,-10.01110523,0.002756502
19,Bleeding Risk,0.91,0.66,81.8,74.2,77.8,0.48,0.26,0.93,0.90459097,0.003043174,0.688440374,0.641123066,0.847534219,0.746247036,67.62483138,75.53974437,-7.914912984,-11.7041519,0.001919513
5,Ischemic Event,0.88,0.77,79.1,76.9,78,0.63,0.43,0.91,0.856894788,0.002583471,0.666394615,0.662482822,0.830231082,0.727574198,73.87673355,77.8250311,-3.948297552,-5.344439801,0.004485826
5,Bleeding Risk,0.81,0.7,80.2,77.8,79,0.09,0.69,0.86,0.874510529,0.00218745,0.656139226,0.691167051,0.800250201,0.757586768,66.68249916,72.93951973,-6.257020572,-9.383302442,0.004524278
31,Ischemic Event,0.79,0.75,86.4,77.6,81.8,0.5,0.42,0.87,0.870391143,0.004845052,0.660575795,0.609465794,0.784106387,0.757711581,72.09534929,76.87477188,-4.779422587,-6.629307763,0.003541047
34,Ischemic Event,0.85,0.78,92.4,80.8,86.2,0.21,0.09,0.84,0.896833389,0.004053651,0.658367534,0.686251507,0.793194418,0.741545496,74.71741759,81.46855114,-6.751133545,-9.035555246,0.003122161
6,Bleeding Risk,0.87,0.83,82.3,72.8,77.3,0.9,0.66,0.83,0.85337836,0.001163457,0.660266889,0.692556719,0.758360878,0.70482022,74.10416157,79.3848665,-5.280704926,-7.126057179,0.002301041
16,Ischemic Event,0.83,0.76,84.1,77.9,80.9,0.61,0.41,0.94,0.859846463,0.00463294,0.733794617,0.640405138,0.777557408,0.797428393,74.86702214,79.14029145,-4.273269309,-5.707812581,0.003434333
36,Ischemic Event,0.9,0.78,93,81,86.6,0.03,0.58,0.7,0.865177554,0.002365343,0.728275496,0.638615266,0.80905757,0.740568068,70.15239931,76.34891991,-6.196520594,-8.832941787,0.004237928
3,Bleeding Risk,0.83,0.77,89.6,77.8,83.3,0.89,0.21,0.65,0.870805129,0.00482739,0.679489784,0.692333253,0.844176921,0.780976209,74.63976179,81.95410787,-7.314346073,-9.7995303,0.001543486
33,Bleeding Risk,0.86,0.72,83.2,83.3,83.2,0.44,0.49,0.95,0.938219448,0.002191116,0.696943407,0.612792627,0.819647807,0.785968619,73.66311672,79.10558881,-5.442472097,-7.388327212,0.002353254
21,Bleeding Risk,0.89,0.73,85.8,84.9,85.3,0.43,0.58,0.9,0.864833671,0.003747849,0.704748473,0.681580616,0.775445986,0.700347126,73.34262409,81.31867765,-7.976053558,-10.87505888,0.004934644
36,Ischemic Event,0.9,0.85,82.6,71.3,76.5,0.72,0.76,0.85,0.938983395,0.003779822,0.730144497,0.669582733,0.819846832,0.730561385,70.2074535,77.89783371,-7.690380209,-10.95379454,0.004810059
37,Bleeding Risk,0.78,0.72,85,72.4,78.2,0.14,0.88,0.86,0.857638169,0.003726482,0.709235333,0.610621535,0.824213557,0.763478849,71.77463154,78.80047467,-7.025843134,-9.788755419,0.002304247
20,Bleeding Risk,0.89,0.73,83.3,75.1,79,0.07,0.59,0.67,0.890178815,0.004836169,0.692453873,0.663744028,0.75001699,0.706266456,74.76632043,78.39654679,-3.630226358,-4.855430008,0.002261065
2,Ischemic Event,0.9,0.7,84.9,82.6,83.7,0.87,0.3,0.85,0.884817983,0.003778035,0.745686902,0.678332663,0.823048874,0.726845761,71.55928821,78.15635323,-6.597065015,-9.219019892,0.001355631
3,Ischemic Event,0.84,0.66,89.3,81,84.9,0.92,0.71,0.67,0.92194396,0.003965094,0.674131434,0.610010574,0.809009153,0.713335342,66.80569866,73.62585792,-6.820159266,-10.20894834,0.003406207
31,Bleeding Risk,0.89,0.78,81.5,80.3,80.9,0.97,0.32,0.77,0.858800588,0.001315835,0.737589077,0.660700763,0.79747978,0.760177617,66.85419241,71.32098468,-4.466792267,-6.681394398,0.004693313
15,Ischemic Event,0.86,0.82,83.1,77.5,80.2,0.36,0.49,0.73,0.888768845,0.003126066,0.722964704,0.688048045,0.836483225,0.789579241,68.95286539,75.83709519,-6.884229805,-9.983964795,0.001409595
15,Bleeding Risk,0.82,0.79,81.4,72.6,76.7,0.85,0.54,0.71,0.866205207,0.0032428,0.735396218,0.605051011,0.763944366,0.787363515,72.3074048,76.88474877,-4.577343973,-6.330394496,0.002662323
20,Ischemic Event,0.89,0.78,92.2,82.3,87,0.59,0.29,0.87,0.860941332,0.002638744,0.731939167,0.672738052,0.800971256,0.780898859,70.37574049,77.02031082,-6.644570321,-9.441563633,0.002069905
30,Ischemic Event,0.87,0.79,85.2,81.2,83.2,0.55,0.77,0.86,0.916235444,0.004929263,0.685477252,0.680613425,0.796509788,0.75718066,69.92023047,77.47050172,-7.550271252,-10.79840727,0.001191691
7,Ischemic Event,0.83,0.73,88,80,83.8,0.15,0.8,0.81,0.855351073,0.002225633,0.737699643,0.671027346,0.819507335,0.725092777,71.3208901,77.85709222,-6.53620212,-9.164498804,0.001397147
20,Ischemic Event,0.92,0.69,90.1,78.2,83.7,0.75,0.95,0.73,0.938223468,0.002159908,0.674129292,0.636845466,0.797938447,0.739725167,68.80566192,72.42195831,-3.616296393,-5.255812229,0.001218055
36,Bleeding Risk,0.82,0.67,86.2,80.5,83.3,0.66,0.71,0.75,0.924453838,0.001530807,0.691968828,0.613990883,0.84015936,0.725824315,70.794034,78.05375637,-7.259722374,-10.25470928,0.002291771
30,Bleeding Risk,0.92,0.67,90.1,85.2,87.6,0.45,0.12,0.8,0.936342653,0.001580033,0.735027218,0.65102431,0.757335623,0.774527709,67.28487491,71.01027554,-3.725400634,-5.53675791,0.001472708
37,Bleeding Risk,0.89,0.83,83.3,75,78.9,0.36,0.45,0.85,0.893045385,0.003775778,0.657791558,0.646899428,0.760029629,0.740540156,67.04235766,72.07987575,-5.037518086,-7.513933372,0.004514329
12,Ischemic Event,0.9,0.78,82.2,71.1,76.2,0.72,0.16,0.74,0.898514019,0.004664002,0.735904075,0.619301767,0.791986055,0.73747471,71.86054475,76.15127252,-4.290727774,-5.970909056,0.001791133
17,Ischemic Event,0.91,0.66,92.9,78,84.8,0.87,0.63,0.78,0.93962652,0.003768772,0.651768119,0.68511031,0.761734083,0.791843354,69.61306912,73.11639364,-3.503324522,-5.032567255,0.004401374
32,Ischemic Event,0.79,0.84,92.9,76.5,83.9,0.27,0.41,0.66,0.855646009,0.004683431,0.744378985,0.674061988,0.839191034,0.767813317,66.56300867,74.18615793,-7.62314926,-11.45253109,0.003499596
14,Bleeding Risk,0.82,0.72,84.7,83.8,84.2,0.99,0.61,0.69,0.873899441,0.004535183,0.700809353,0.627712011,0.756858696,0.773981441,69.96015907,76.90566912,-6.945510056,-9.927807696,0.001546026
15,Ischemic Event,0.91,0.73,84.4,83.2,83.8,0.82,0.82,0.72,0.868554161,0.001601275,0.706488817,0.642456789,0.841300648,0.784690755,73.59797107,77.20799788,-3.610026808,-4.905062946,0.00399408
12,Ischemic Event,0.85,0.73,86.8,77.3,81.8,0.4,0.95,0.93,0.863969115,0.003424993,0.688604608,0.661788489,0.840656484,0.76934142,70.87303854,74.68582494,-3.812786407,-5.379741698,0.001331775
33,Ischemic Event,0.91,0.8,85.6,73.1,78.9,0.15,0.43,0.78,0.8709145,0.004955892,0.656649389,0.669270698,0.819081892,0.750426867,73.83817476,80.41007109,-6.57189633,-8.900404636,0.003306233
2,Bleeding Risk,0.82,0.8,84,76.7,80.2,0.83,0.08,0.67,0.947384689,0.003773992,0.701459719,0.697961109,0.809993852,0.767583169,73.26007098,80.49999134,-7.239920357,-9.882491595,0.001067251
1,Bleeding Risk,0.88,0.67,90.6,74.8,81.9,0.63,0.12,0.73,0.910224172,0.004079009,0.749317166,0.658233876,0.75223382,0.743405375,73.76011844,78.57308599,-4.812967558,-6.525162459,0.002609878
6,Bleeding Risk,0.9,0.79,92,82.8,87.2,0.41,0.25,0.66,0.891854522,0.001100461,0.68156519,0.686065918,0.769451538,0.787866215,66.36903339,72.54470387,-6.175670479,-9.305048098,0.004376918
19,Bleeding Risk,0.81,0.83,92.7,85.2,88.8,0.88,0.2,0.85,0.854652696,0.00125768,0.702352712,0.690695972,0.825968771,0.779235892,67.45798026,73.05382444,-5.595844182,-8.295303478,0.003757267
14,Bleeding Risk,0.9,0.7,89.2,78.9,83.7,0.51,0.06,0.7,0.915490084,0.001997145,0.74255215,0.609852306,0.813765125,0.795223854,68.99342576,72.3102705,-3.316844732,-4.807479402,0.003745473
6,Bleeding Risk,0.81,0.76,79.2,74.5,76.8,0.37,0.4,0.79,0.884069777,0.004583093,0.741574169,0.633925284,0.831682126,0.754771901,73.3659688,79.11660569,-5.750636891,-7.838289312,0.002759985
4,Bleeding Risk,0.81,0.81,89.6,77.2,82.9,0.68,0.56,0.92,0.876898896,0.004015345,0.747942841,0.683990708,0.849446386,0.72353046,71.64057212,79.2766508,-7.636078681,-10.65887451,0.002813954
31,Ischemic Event,0.82,0.69,80.5,75.8,78.1,0.14,0.29,0.66,0.933964999,0.002734541,0.711406005,0.678031398,0.800541432,0.750659693,69.68727412,73.08655786,-3.399283738,-4.877911758,0.003025848
8,Ischemic Event,0.9,0.74,87.6,73.8,80.1,0.05,0.4,0.85,0.928512129,0.002804684,0.655407976,0.692693047,0.770767951,0.735770726,68.72979766,76.04696342,-7.31716576,-10.64627863,0.001431418
14,Bleeding Risk,0.78,0.79,79.2,76,77.6,0.17,0.01,0.8,0.920918498,0.001521793,0.691643496,0.688275711,0.840972286,0.773588448,67.30198093,74.38966514,-7.087684206,-10.5311673,0.00460221
1,Bleeding Risk,0.78,0.81,90.7,83.3,86.8,0.75,0.42,0.8,0.887713505,0.003222667,0.714018044,0.618181286,0.809386762,0.735404848,66.3111202,70.31590421,-4.004784007,-6.039385241,0.001038798
8,Bleeding Risk,0.79,0.84,82.2,79.2,80.7,0.99,0.09,0.82,0.855894014,0.00387539,0.671635158,0.628513396,0.821247444,0.756597365,72.89522976,75.97123124,-3.076001484,-4.219756895,0.001767919
33,Bleeding Risk,0.85,0.78,90.7,84.4,87.4,0.43,0.03,0.74,0.852470539,0.003300687,0.671723092,0.632474506,0.823038481,0.78389285,72.81577308,80.52750163,-7.711728548,-10.5907391,0.002093613
9,Ischemic Event,0.82,0.76,90.8,73.8,81.4,0.75,0.65,0.74,0.910003112,0.0036767,0.662247704,0.68013456,0.831708924,0.75237695,70.2323773,74.46879827,-4.236420976,-6.032005663,0.002553507
33,Bleeding Risk,0.81,0.68,86.8,80.8,83.7,0.19,0.14,0.66,0.876067589,0.004919768,0.677290984,0.611378839,0.753215239,0.755131619,68.19950661,73.96339858,-5.763891973,-8.451515648,0.001036249
9,Bleeding Risk,0.81,0.76,89,71.1,79,0.71,0.98,0.82,0.867938677,0.003822066,0.727071913,0.666215413,0.835282046,0.705253074,72.80798448,80.69715602,-7.889171539,-10.83558568,0.001015085
34,Bleeding Risk,0.82,0.73,85.9,84.7,85.3,0.81,0.14,0.71,0.937914059,0.002987596,0.73882889,0.639625445,0.843495928,0.797229397,74.19142345,77.37001051,-3.178587064,-4.284305269,0.003247784
12,Ischemic Event,0.79,0.73,79.1,83.9,81.4,0.9,0.97,0.9,0.852380062,0.003888583,0.748723896,0.684266515,0.798624838,0.73410905,71.33779441,77.14817255,-5.810378134,-8.144880539,0.00323894
22,Bleeding Risk,0.83,0.65,87.1,74,80,0.35,0.45,0.72,0.902252451,0.001032691,0.676456278,0.659040447,0.807007063,0.754878483,74.2556977,79.56860379,-5.312906098,-7.154880046,0.004876449
4,Bleeding Risk,0.79,0.69,82.3,82.9,82.6,0.79,0.11,0.66,0.904237993,0.001959592,0.655293178,0.660628249,0.817707239,0.798374161,67.43025181,72.74123825,-5.310986439,-7.876266656,0.002361792
12,Bleeding Risk,0.8,0.78,89.2,72.7,80.1,0.04,0.07,0.83,0.945178142,0.00121713,0.722533272,0.631785769,0.800065917,0.729482473,66.47198602,72.26303122,-5.791045205,-8.7120087,0.001062606
31,Ischemic Event,0.84,0.76,90.5,80.8,85.4,0.98,0.74,0.79,0.894731914,0.003008463,0.698511533,0.652519252,0.769080669,0.726074917,65.12220009,69.1088738,-3.986673707,-6.121835105,0.003044748
10,Bleeding Risk,0.92,0.78,91.5,75.8,82.9,0.14,0.81,0.82,0.911080858,0.001919781,0.673663035,0.617987356,0.75868134,0.775254007,68.06792705,74.82244686,-6.754519819,-9.923204823,0.004467601
33,Ischemic Event,0.8,0.65,89.6,78,83.4,0.42,0.47,0.93,0.915253589,0.002351196,0.666594103,0.655048118,0.752270083,0.742860518,70.19975381,75.83489516,-5.635141351,-8.027295034,0.001023547
21,Bleeding Risk,0.84,0.69,86.1,76.9,81.2,0.87,0.75,0.8,0.925087472,0.002455014,0.697887184,0.635545923,0.775739264,0.706870198,68.75007527,72.55531253,-3.805237268,-5.534884512,0.003397113
35,Ischemic Event,0.91,0.71,89.5,74.1,81.1,0.2,0.17,0.73,0.927817793,0.00359673,0.72322322,0.634405185,0.786342447,0.790969386,70.98850635,76.26954222,-5.281035863,-7.439282968,0.003834309
0,Bleeding Risk,0.86,0.83,85.5,80.3,82.8,0.41,0.25,0.76,0.909843458,0.003761894,0.651772412,0.660975653,0.75073209,0.763928767,74.26637595,80.755506,-6.48913005,-8.73764199,0.002774843
37,Bleeding Risk,0.83,0.81,86,83.5,84.7,0.54,0.25,0.69,0.917071113,0.001327747,0.698534705,0.693245687,0.827790865,0.762156638,71.22481504,76.22192931,-4.997114268,-7.015973667,0.002811967
34,Bleeding Risk,0.8,0.66,87.1,75.1,80.7,0.14,0.25,0.89,0.867646322,0.00330028,0.695666162,0.697850039,0.832302066,0.703320419,69.99937873,77.19344475,-7.194066026,-10.27732839,0.003143511
1,Bleeding Risk,0.81,0.82,79.6,76.9,78.2,0.37,0.59,0.81,0.915346737,0.002457851,0.728350492,0.674801491,0.79460999,0.71454878,70.54993906,76.42493604,-5.874996978,-8.327430267,0.001175696
15,Bleeding Risk,0.89,0.66,91.1,85.5,88.2,0.9,0.35,0.89,0.906174191,0.001841709,0.690219944,0.693513446,0.75137511,0.741068557,65.06178528,71.0227147,-5.960929427,-9.16195183,0.004831059
10,Bleeding Risk,0.87,0.83,87.1,72.2,79,0.18,0.53,0.85,0.865292156,0.003373729,0.719492576,0.693715637,0.77827252,0.728374487,73.91580915,81.39470732,-7.478898172,-10.11813069,0.003416214
10,Ischemic Event,0.91,0.8,79.4,83.3,81.3,0.03,0.2,0.86,0.91356783,0.004997906,0.675007841,0.687824165,0.771853809,0.712044667,70.09637469,76.72485042,-6.628475734,-9.456231886,0.003691983
30,Ischemic Event,0.87,0.76,86.1,82.8,84.4,0.17,0.88,0.88,0.85379551,0.004346105,0.68799251,0.6874494,0.832320377,0.78630596,70.61977017,73.77051418,-3.15074401,-4.461560838,0.003517336
5,Bleeding Risk,0.85,0.73,79.8,78.1,78.9,0.31,0.17,0.9,0.900629752,0.002164387,0.707825358,0.608537965,0.801850502,0.724145615,66.05435128,71.64371214,-5.589360853,-8.46176027,0.002642381
36,Ischemic Event,0.89,0.72,79.9,82.6,81.2,0.5,0.45,0.82,0.893749659,0.001607038,0.673759796,0.614698165,0.769890258,0.707930983,68.86091416,75.19098893,-6.330074767,-9.192551166,0.002623135
0,Ischemic Event,0.88,0.71,86.4,76.5,81.1,0.41,0.18,0.9,0.945169582,0.003699565,0.688147233,0.659020052,0.831065774,0.737533115,73.72646447,81.01868393,-7.292219463,-9.89091165,0.00263271
